City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,gbadolite,4.2833,21.0167,32.9,37,91,1.77,CD,1709050782
1,manakara,-22.1333,48.0167,25.26,91,57,3.59,MG,1709050782
2,kindu,-2.95,25.95,24.73,79,86,1.54,CD,1709050792
3,kargasok,59.0556,80.8572,-9.46,80,86,4.92,RU,1709050792
4,moab,38.5733,-109.5498,6.03,51,83,1.34,US,1709050797
5,san julian,21.0167,-102.1667,21.24,21,1,1.1,MX,1709050798
6,thompson,55.7435,-97.8558,-27.91,63,0,3.6,CA,1709050799
7,port mathurin,-19.6833,63.4167,26.34,70,41,5.45,MU,1709050799
8,el matama,16.7095,33.3565,30.18,6,64,4.44,SD,1709050799
9,adamstown,-25.066,-130.1015,26.28,73,100,2.63,PN,1709050799
10,praia da vitoria,38.7333,-27.0667,18.75,59,20,2.64,PT,1709050799
11,albany,42.6001,-73.9662,15.5,51,19,3.58,US,1709050593
12,mahina,-17.5065,-149.489,25.87,83,40,1.54,PF,1709050804
13,namibe,-15.1961,12.1522,25.78,67,35,5.68,AO,1709050804
14,stanley,54.868,-1.6985,8.77,72,75,6.17,GB,1709050804
15,wailua homesteads,22.0669,-159.378,21.44,72,75,8.23,US,1709050805
16,grytviken,-54.2811,-36.5092,0.91,66,4,2.47,GS,1709050805
17,kapa'a,22.0752,-159.319,22.18,71,75,8.23,US,1709050805
18,alice springs,-23.7,133.8833,29.75,52,58,2.57,AU,1709050805
19,ushuaia,-54.8,-68.3,14.81,58,40,8.75,AR,1709050806
20,kalundborg,55.6795,11.0886,4.41,83,3,1.57,DK,1709050806
21,port-aux-francais,-49.35,70.2167,6.34,81,3,11.63,TF,1709050806
22,punta arenas,-53.15,-70.9167,12.01,93,100,5.14,CL,1709050516
23,aykhal,66.0,111.5,-18.94,97,89,5.69,RU,1709050806
24,tura,25.5198,90.2201,17.31,36,55,1.33,IN,1709050807
25,sirjan,29.452,55.6814,11.47,53,4,7.24,IR,1709050807
26,susuman,62.7833,148.1667,-36.12,100,61,0.45,RU,1709050807
27,talnakh,69.4865,88.3972,-10.44,95,100,6.08,RU,1709050807
28,olonkinbyen,70.9221,-8.7187,-0.37,99,100,3.07,SJ,1709050808
29,saint-philippe,-21.3585,55.7679,25.77,77,59,5.1,RE,1709050808
30,hermanus,-34.4187,19.2345,22.67,51,0,10.99,ZA,1709050808
31,blackmans bay,-43.0167,147.3167,17.07,79,100,0.45,AU,1709050809
